model_type,pool_index,layer,position,metric,control,score,num_prompts
trained,7,6,49,beta_r2,shuffled,-0.44512590765953064,128
trained,7,6,49,component_accuracy,actual,0.921875,128
trained,7,6,49,component_accuracy,shuffled,0.4453125,128
raw_input,7,-1,5,beta_r2,actual,-0.08803233504295349,128
raw_input,7,-1,5,beta_r2,shuffled,-0.054404787719249725,128
raw_input,7,-1,5,component_accuracy,actual,0.421875,128
raw_input,7,-1,5,component_accuracy,shuffled,0.4140625,128
raw_input,7,-1,10,beta_r2,actual,-0.005548993591219187,128
raw_input,7,-1,10,beta_r2,shuffled,-0.06008593365550041,128
raw_input,7,-1,10,component_accuracy,actual,0.5859375,128
raw_input,7,-1,10,component_accuracy,shuffled,0.4453125,128
raw_input,7,-1,20,beta_r2,actual,-0.01607617177069187,128
raw_input,7,-1,20,beta_r2,shuffled,-0.020251670852303505,128
raw_input,7,-1,20,component_accuracy,actual,0.5390625,128
raw_input,7,-1,20,component_accuracy,shuffled,0.484375,128
raw_input,7,-1,30,beta_r2,actual,-0.026138657703995705,128
raw_input,7,-1,30,beta_r2,shuffled,-0.026273062452673912,128
raw_input,7,-1,30,component_accuracy,actual,0.453125,128
raw_input,7,-1,30,component_accuracy,shuffled,0.5,128
raw_input,7,-1,40,beta_r2,actual,-0.06213982030749321,128
raw_input,7,-1,40,beta_r2,shuffled,-0.03059510700404644,128
raw_input,7,-1,40,component_accuracy,actual,0.4609375,128
raw_input,7,-1,40,component_accuracy,shuffled,0.4609375,128
raw_input,7,-1,49,beta_r2,actual,-0.07911958545446396,128
raw_input,7,-1,49,beta_r2,shuffled,-0.07069863379001617,128
raw_input,7,-1,49,component_accuracy,actual,0.453125,128
raw_input,7,-1,49,component_accuracy,shuffled,0.46875,128
untrained,7,0,5,beta_r2,actual,-0.08246397227048874,128
untrained,7,0,5,beta_r2,shuffled,0.009488754905760288,128
untrained,7,0,5,component_accuracy,actual,0.484375,128
untrained,7,0,5,component_accuracy,shuffled,0.46875,128
untrained,7,0,10,beta_r2,actual,-0.0061599621549248695,128
untrained,7,0,10,beta_r2,shuffled,-0.06262500584125519,128
untrained,7,0,10,component_accuracy,actual,0.5625,128
untrained,7,0,10,component_accuracy,shuffled,0.4921875,128
untrained,7,0,20,beta_r2,actual,-0.03403233736753464,128
untrained,7,0,20,beta_r2,shuffled,-0.09959567338228226,128
untrained,7,0,20,component_accuracy,actual,0.515625,128
untrained,7,0,20,component_accuracy,shuffled,0.5390625,128
untrained,7,0,30,beta_r2,actual,-0.038373131304979324,128
untrained,7,0,30,beta_r2,shuffled,-0.05807073041796684,128
untrained,7,0,30,component_accuracy,actual,0.4453125,128
untrained,7,0,30,component_accuracy,shuffled,0.5390625,128
untrained,7,0,40,beta_r2,actual,-0.06539544463157654,128
untrained,7,0,40,beta_r2,shuffled,-0.03609618917107582,128
untrained,7,0,40,component_accuracy,actual,0.4609375,128
untrained,7,0,40,component_accuracy,shuffled,0.40625,128
untrained,7,0,49,beta_r2,actual,-0.08942291140556335,128
untrained,7,0,49,beta_r2,shuffled,-0.04821255803108215,128
untrained,7,0,49,component_accuracy,actual,0.484375,128
untrained,7,0,49,component_accuracy,shuffled,0.5703125,128
untrained,7,1,5,beta_r2,actual,-0.07616522908210754,128
untrained,7,1,5,beta_r2,shuffled,-0.11434420198202133,128
untrained,7,1,5,component_accuracy,actual,0.484375,128
untrained,7,1,5,component_accuracy,shuffled,0.5,128
untrained,7,1,10,beta_r2,actual,3.323614510009065e-05,128
untrained,7,1,10,beta_r2,shuffled,-0.03531098738312721,128
untrained,7,1,10,component_accuracy,actual,0.5390625,128
untrained,7,1,10,component_accuracy,shuffled,0.3671875,128
untrained,7,1,20,beta_r2,actual,-0.029001137241721153,128
untrained,7,1,20,beta_r2,shuffled,-0.026278963312506676,128
untrained,7,1,20,component_accuracy,actual,0.5234375,128
untrained,7,1,20,component_accuracy,shuffled,0.5234375,128
untrained,7,1,30,beta_r2,actual,-0.03553154692053795,128
untrained,7,1,30,beta_r2,shuffled,-0.021962439641356468,128
untrained,7,1,30,component_accuracy,actual,0.4453125,128
untrained,7,1,30,component_accuracy,shuffled,0.53125,128
untrained,7,1,40,beta_r2,actual,-0.05549714341759682,128
untrained,7,1,40,beta_r2,shuffled,-0.04624557122588158,128
untrained,7,1,40,component_accuracy,actual,0.46875,128
untrained,7,1,40,component_accuracy,shuffled,0.5078125,128
untrained,7,1,49,beta_r2,actual,-0.0861433744430542,128
untrained,7,1,49,beta_r2,shuffled,-0.041481565684080124,128
untrained,7,1,49,component_accuracy,actual,0.4765625,128
untrained,7,1,49,component_accuracy,shuffled,0.4921875,128
untrained,7,2,5,beta_r2,actual,-0.07377315312623978,128
untrained,7,2,5,beta_r2,shuffled,-0.009123926050961018,128
untrained,7,2,5,component_accuracy,actual,0.4921875,128
untrained,7,2,5,component_accuracy,shuffled,0.4453125,128
untrained,7,2,10,beta_r2,actual,0.00735439220443368,128
untrained,7,2,10,beta_r2,shuffled,-0.05181017145514488,128
untrained,7,2,10,component_accuracy,actual,0.546875,128
untrained,7,2,10,component_accuracy,shuffled,0.4609375,128
untrained,7,2,20,beta_r2,actual,-0.03529157117009163,128
untrained,7,2,20,beta_r2,shuffled,-0.07181141525506973,128
untrained,7,2,20,component_accuracy,actual,0.5234375,128
untrained,7,2,20,component_accuracy,shuffled,0.4453125,128
untrained,7,2,30,beta_r2,actual,-0.03262273222208023,128
untrained,7,2,30,beta_r2,shuffled,-0.047032006084918976,128
untrained,7,2,30,component_accuracy,actual,0.4296875,128
untrained,7,2,30,component_accuracy,shuffled,0.4921875,128
untrained,7,2,40,beta_r2,actual,-0.04966002330183983,128
untrained,7,2,40,beta_r2,shuffled,-0.07512066513299942,128
untrained,7,2,40,component_accuracy,actual,0.46875,128
untrained,7,2,40,component_accuracy,shuffled,0.5546875,128
untrained,7,2,49,beta_r2,actual,-0.07781147211790085,128
untrained,7,2,49,beta_r2,shuffled,0.013875354081392288,128
untrained,7,2,49,component_accuracy,actual,0.5,128
untrained,7,2,49,component_accuracy,shuffled,0.546875,128
untrained,7,3,5,beta_r2,actual,-0.06516233831644058,128
untrained,7,3,5,beta_r2,shuffled,-0.10451521724462509,128
untrained,7,3,5,component_accuracy,actual,0.5,128
untrained,7,3,5,component_accuracy,shuffled,0.5078125,128
untrained,7,3,10,beta_r2,actual,0.003731729695573449,128
untrained,7,3,10,beta_r2,shuffled,-0.05263897404074669,128
untrained,7,3,10,component_accuracy,actual,0.5546875,128
untrained,7,3,10,component_accuracy,shuffled,0.546875,128
untrained,7,3,20,beta_r2,actual,-0.027026845142245293,128
untrained,7,3,20,beta_r2,shuffled,-0.10252124071121216,128
untrained,7,3,20,component_accuracy,actual,0.5078125,128
untrained,7,3,20,component_accuracy,shuffled,0.53125,128
untrained,7,3,30,beta_r2,actual,-0.03224172815680504,128
untrained,7,3,30,beta_r2,shuffled,-0.008250996470451355,128
untrained,7,3,30,component_accuracy,actual,0.4453125,128
untrained,7,3,30,component_accuracy,shuffled,0.4453125,128
untrained,7,3,40,beta_r2,actual,-0.044405966997146606,128
untrained,7,3,40,beta_r2,shuffled,-0.08459296077489853,128
untrained,7,3,40,component_accuracy,actual,0.4765625,128
untrained,7,3,40,component_accuracy,shuffled,0.4609375,128
untrained,7,3,49,beta_r2,actual,-0.062057558447122574,128
untrained,7,3,49,beta_r2,shuffled,-0.07997129112482071,128
untrained,7,3,49,component_accuracy,actual,0.484375,128
untrained,7,3,49,component_accuracy,shuffled,0.5,128
untrained,7,4,5,beta_r2,actual,-0.05356667563319206,128
untrained,7,4,5,beta_r2,shuffled,-0.003326686332002282,128
untrained,7,4,5,component_accuracy,actual,0.515625,128
untrained,7,4,5,component_accuracy,shuffled,0.4609375,128
untrained,7,4,10,beta_r2,actual,0.0020445443224161863,128
untrained,7,4,10,beta_r2,shuffled,-0.06556995958089828,128
untrained,7,4,10,component_accuracy,actual,0.546875,128
untrained,7,4,10,component_accuracy,shuffled,0.515625,128
untrained,7,4,20,beta_r2,actual,-0.026870978996157646,128
untrained,7,4,20,beta_r2,shuffled,-0.08910555392503738,128
untrained,7,4,20,component_accuracy,actual,0.515625,128
untrained,7,4,20,component_accuracy,shuffled,0.5234375,128
untrained,7,4,30,beta_r2,actual,-0.03998243063688278,128
untrained,7,4,30,beta_r2,shuffled,-0.09653469920158386,128
untrained,7,4,30,component_accuracy,actual,0.4296875,128
untrained,7,4,30,component_accuracy,shuffled,0.453125,128
untrained,7,4,40,beta_r2,actual,-0.03768209367990494,128
untrained,7,4,40,beta_r2,shuffled,-0.10710899531841278,128
untrained,7,4,40,component_accuracy,actual,0.4921875,128
untrained,7,4,40,component_accuracy,shuffled,0.578125,128
untrained,7,4,49,beta_r2,actual,-0.04825321212410927,128
untrained,7,4,49,beta_r2,shuffled,-0.09854688495397568,128
untrained,7,4,49,component_accuracy,actual,0.5,128
untrained,7,4,49,component_accuracy,shuffled,0.4296875,128
untrained,7,5,5,beta_r2,actual,-0.06247087940573692,128
untrained,7,5,5,beta_r2,shuffled,-0.09194055199623108,128
untrained,7,5,5,component_accuracy,actual,0.5078125,128
untrained,7,5,5,component_accuracy,shuffled,0.515625,128
untrained,7,5,10,beta_r2,actual,0.005974560510367155,128
untrained,7,5,10,beta_r2,shuffled,-0.007446772884577513,128
untrained,7,5,10,component_accuracy,actual,0.53125,128
untrained,7,5,10,component_accuracy,shuffled,0.53125,128
untrained,7,5,20,beta_r2,actual,-0.024661323055624962,128
untrained,7,5,20,beta_r2,shuffled,-0.023018529638648033,128
untrained,7,5,20,component_accuracy,actual,0.53125,128
untrained,7,5,20,component_accuracy,shuffled,0.5234375,128
untrained,7,5,30,beta_r2,actual,-0.0366506353020668,128
untrained,7,5,30,beta_r2,shuffled,-0.05512145161628723,128
untrained,7,5,30,component_accuracy,actual,0.421875,128
untrained,7,5,30,component_accuracy,shuffled,0.515625,128
untrained,7,5,40,beta_r2,actual,-0.027233771979808807,128
untrained,7,5,40,beta_r2,shuffled,0.014696595259010792,128
untrained,7,5,40,component_accuracy,actual,0.484375,128
untrained,7,5,40,component_accuracy,shuffled,0.546875,128
untrained,7,5,49,beta_r2,actual,-0.051971934735774994,128
untrained,7,5,49,beta_r2,shuffled,-0.06191351264715195,128
untrained,7,5,49,component_accuracy,actual,0.5,128
untrained,7,5,49,component_accuracy,shuffled,0.5390625,128
untrained,7,6,5,beta_r2,actual,-0.10007335245609283,128
untrained,7,6,5,beta_r2,shuffled,-0.030532948672771454,128
untrained,7,6,5,component_accuracy,actual,0.4765625,128
untrained,7,6,5,component_accuracy,shuffled,0.6015625,128
untrained,7,6,10,beta_r2,actual,-0.0017300320323556662,128
untrained,7,6,10,beta_r2,shuffled,-0.07541415840387344,128
untrained,7,6,10,component_accuracy,actual,0.5390625,128
untrained,7,6,10,component_accuracy,shuffled,0.53125,128
untrained,7,6,20,beta_r2,actual,-0.030063310638070107,128
untrained,7,6,20,beta_r2,shuffled,-0.12025893479585648,128
untrained,7,6,20,component_accuracy,actual,0.5234375,128
untrained,7,6,20,component_accuracy,shuffled,0.5,128
untrained,7,6,30,beta_r2,actual,-0.05468595027923584,128
untrained,7,6,30,beta_r2,shuffled,-0.051486168056726456,128
untrained,7,6,30,component_accuracy,actual,0.453125,128
untrained,7,6,30,component_accuracy,shuffled,0.5390625,128
untrained,7,6,40,beta_r2,actual,-0.004641940351575613,128
untrained,7,6,40,beta_r2,shuffled,-0.11085402220487595,128
untrained,7,6,40,component_accuracy,actual,0.46875,128
untrained,7,6,40,component_accuracy,shuffled,0.484375,128
untrained,7,6,49,beta_r2,actual,-0.031981196254491806,128
untrained,7,6,49,beta_r2,shuffled,-0.06114470213651657,128
untrained,7,6,49,component_accuracy,actual,0.53125,128
untrained,7,6,49,component_accuracy,shuffled,0.5078125,128
trained,8,0,5,beta_r2,actual,-0.06671061366796494,128
trained,8,0,5,beta_r2,shuffled,-0.10326188802719116,128
trained,8,0,5,component_accuracy,actual,0.4296875,128
trained,8,0,5,component_accuracy,shuffled,0.4765625,128
trained,8,0,10,beta_r2,actual,-0.013272684998810291,128
trained,8,0,10,beta_r2,shuffled,-0.030502015724778175,128
trained,8,0,10,component_accuracy,actual,0.53125,128
trained,8,0,10,component_accuracy,shuffled,0.5234375,128
trained,8,0,20,beta_r2,actual,-0.09339793771505356,128
trained,8,0,20,beta_r2,shuffled,-0.04028906300663948,128
trained,8,0,20,component_accuracy,actual,0.4609375,128
trained,8,0,20,component_accuracy,shuffled,0.484375,128
trained,8,0,30,beta_r2,actual,-0.01243961788713932,128
trained,8,0,30,beta_r2,shuffled,-0.0472688190639019,128
trained,8,0,30,component_accuracy,actual,0.5703125,128
trained,8,0,30,component_accuracy,shuffled,0.546875,128
trained,8,0,40,beta_r2,actual,-0.07501066476106644,128
trained,8,0,40,beta_r2,shuffled,-0.04024980217218399,128
trained,8,0,40,component_accuracy,actual,0.4921875,128
trained,8,0,40,component_accuracy,shuffled,0.5078125,128
trained,8,0,49,beta_r2,actual,-0.10330824553966522,128
trained,8,0,49,beta_r2,shuffled,-0.07834884524345398,128
trained,8,0,49,component_accuracy,actual,0.40625,128
trained,8,0,49,component_accuracy,shuffled,0.53125,128
trained,8,1,5,beta_r2,actual,0.7220070958137512,128
trained,8,1,5,beta_r2,shuffled,-0.20726831257343292,128
trained,8,1,5,component_accuracy,actual,0.953125,128
trained,8,1,5,component_accuracy,shuffled,0.5703125,128
trained,8,1,10,beta_r2,actual,0.6376616358757019,128
trained,8,1,10,beta_r2,shuffled,-0.4783173203468323,128
trained,8,1,10,component_accuracy,actual,0.953125,128
trained,8,1,10,component_accuracy,shuffled,0.3828125,128
trained,8,1,20,beta_r2,actual,0.6607520580291748,128
trained,8,1,20,beta_r2,shuffled,-0.1318274438381195,128
trained,8,1,20,component_accuracy,actual,0.921875,128
trained,8,1,20,component_accuracy,shuffled,0.484375,128
trained,8,1,30,beta_r2,actual,0.6183987259864807,128
trained,8,1,30,beta_r2,shuffled,-0.14284224808216095,128
trained,8,1,30,component_accuracy,actual,0.921875,128
trained,8,1,30,component_accuracy,shuffled,0.515625,128
trained,8,1,40,beta_r2,actual,0.7473270893096924,128
trained,8,1,40,beta_r2,shuffled,-0.12097655981779099,128
trained,8,1,40,component_accuracy,actual,0.9609375,128
trained,8,1,40,component_accuracy,shuffled,0.5078125,128
trained,8,1,49,beta_r2,actual,0.6788103580474854,128
trained,8,1,49,beta_r2,shuffled,-0.1644911915063858,128
trained,8,1,49,component_accuracy,actual,0.90625,128
trained,8,1,49,component_accuracy,shuffled,0.484375,128
trained,8,2,5,beta_r2,actual,0.71551513671875,128
trained,8,2,5,beta_r2,shuffled,-0.3876356780529022,128
trained,8,2,5,component_accuracy,actual,0.9453125,128
trained,8,2,5,component_accuracy,shuffled,0.484375,128
trained,8,2,10,beta_r2,actual,0.6453957557678223,128
trained,8,2,10,beta_r2,shuffled,-0.21384300291538239,128
trained,8,2,10,component_accuracy,actual,0.921875,128
trained,8,2,10,component_accuracy,shuffled,0.4296875,128
trained,8,2,20,beta_r2,actual,0.6738235354423523,128
trained,8,2,20,beta_r2,shuffled,-0.4182260036468506,128
trained,8,2,20,component_accuracy,actual,0.9453125,128
trained,8,2,20,component_accuracy,shuffled,0.515625,128
trained,8,2,30,beta_r2,actual,0.7056739926338196,128
trained,8,2,30,beta_r2,shuffled,-0.29553359746932983,128
trained,8,2,30,component_accuracy,actual,0.8984375,128
trained,8,2,30,component_accuracy,shuffled,0.453125,128
trained,8,2,40,beta_r2,actual,0.7524242401123047,128
trained,8,2,40,beta_r2,shuffled,-0.2629806399345398,128
trained,8,2,40,component_accuracy,actual,0.9453125,128
trained,8,2,40,component_accuracy,shuffled,0.4453125,128
trained,8,2,49,beta_r2,actual,0.7305902242660522,128
trained,8,2,49,beta_r2,shuffled,-0.27058008313179016,128
trained,8,2,49,component_accuracy,actual,0.921875,128
trained,8,2,49,component_accuracy,shuffled,0.625,128
trained,8,3,5,beta_r2,actual,0.7929447293281555,128
trained,8,3,5,beta_r2,shuffled,-0.4259468913078308,128
trained,8,3,5,component_accuracy,actual,0.953125,128
trained,8,3,5,component_accuracy,shuffled,0.515625,128
trained,8,3,10,beta_r2,actual,0.8043392300605774,128
trained,8,3,10,beta_r2,shuffled,-0.40367600321769714,128
trained,8,3,10,component_accuracy,actual,0.9921875,128
trained,8,3,10,component_accuracy,shuffled,0.5390625,128
trained,8,3,20,beta_r2,actual,0.8174650073051453,128
trained,8,3,20,beta_r2,shuffled,-0.2755003273487091,128
trained,8,3,20,component_accuracy,actual,0.96875,128
trained,8,3,20,component_accuracy,shuffled,0.484375,128
trained,8,3,30,beta_r2,actual,0.8290723562240601,128
trained,8,3,30,beta_r2,shuffled,-0.1680688112974167,128
trained,8,3,30,component_accuracy,actual,0.9921875,128
trained,8,3,30,component_accuracy,shuffled,0.4765625,128
trained,8,3,40,beta_r2,actual,0.8280389308929443,128
trained,8,3,40,beta_r2,shuffled,-0.2926676869392395,128
trained,8,3,40,component_accuracy,actual,0.984375,128
trained,8,3,40,component_accuracy,shuffled,0.5,128
trained,8,3,49,beta_r2,actual,0.8290055394172668,128
trained,8,3,49,beta_r2,shuffled,-0.29535138607025146,128
trained,8,3,49,component_accuracy,actual,0.9921875,128
trained,8,3,49,component_accuracy,shuffled,0.4375,128
trained,8,4,5,beta_r2,actual,0.8480222821235657,128
trained,8,4,5,beta_r2,shuffled,-0.15279902517795563,128
trained,8,4,5,component_accuracy,actual,0.9609375,128
trained,8,4,5,component_accuracy,shuffled,0.4453125,128
trained,8,4,10,beta_r2,actual,0.9136453866958618,128
trained,8,4,10,beta_r2,shuffled,-0.11485224962234497,128
trained,8,4,10,component_accuracy,actual,0.9921875,128
trained,8,4,10,component_accuracy,shuffled,0.515625,128
trained,8,4,20,beta_r2,actual,0.9282329678535461,128
trained,8,4,20,beta_r2,shuffled,-0.24050366878509521,128
trained,8,4,20,component_accuracy,actual,0.984375,128
trained,8,4,20,component_accuracy,shuffled,0.5546875,128
trained,8,4,30,beta_r2,actual,0.9109518527984619,128
trained,8,4,30,beta_r2,shuffled,-0.3471103310585022,128
trained,8,4,30,component_accuracy,actual,0.984375,128
trained,8,4,30,component_accuracy,shuffled,0.46875,128
trained,8,4,40,beta_r2,actual,0.9349483847618103,128
trained,8,4,40,beta_r2,shuffled,-0.3255355954170227,128
trained,8,4,40,component_accuracy,actual,1.0,128
trained,8,4,40,component_accuracy,shuffled,0.4921875,128
trained,8,4,49,beta_r2,actual,0.9264637231826782,128
trained,8,4,49,beta_r2,shuffled,-0.12288898974657059,128
trained,8,4,49,component_accuracy,actual,0.984375,128
trained,8,4,49,component_accuracy,shuffled,0.53125,128
trained,8,5,5,beta_r2,actual,0.8407348394393921,128
trained,8,5,5,beta_r2,shuffled,-0.3088962733745575,128
trained,8,5,5,component_accuracy,actual,0.9609375,128
trained,8,5,5,component_accuracy,shuffled,0.4453125,128
trained,8,5,10,beta_r2,actual,0.931461751461029,128
trained,8,5,10,beta_r2,shuffled,-0.32518458366394043,128
trained,8,5,10,component_accuracy,actual,0.9921875,128
trained,8,5,10,component_accuracy,shuffled,0.4765625,128
trained,8,5,20,beta_r2,actual,0.92954021692276,128
trained,8,5,20,beta_r2,shuffled,-0.14646227657794952,128
trained,8,5,20,component_accuracy,actual,0.9921875,128
trained,8,5,20,component_accuracy,shuffled,0.4609375,128
trained,8,5,30,beta_r2,actual,0.9402183890342712,128
trained,8,5,30,beta_r2,shuffled,-0.13697098195552826,128
trained,8,5,30,component_accuracy,actual,0.9921875,128
trained,8,5,30,component_accuracy,shuffled,0.4609375,128
trained,8,5,40,beta_r2,actual,0.9501872062683105,128
trained,8,5,40,beta_r2,shuffled,-0.2260434925556183,128
trained,8,5,40,component_accuracy,actual,1.0,128
trained,8,5,40,component_accuracy,shuffled,0.5234375,128
trained,8,5,49,beta_r2,actual,0.9457578063011169,128
trained,8,5,49,beta_r2,shuffled,-0.3544173836708069,128
trained,8,5,49,component_accuracy,actual,0.984375,128
trained,8,5,49,component_accuracy,shuffled,0.4921875,128
trained,8,6,5,beta_r2,actual,0.7422392964363098,128
trained,8,6,5,beta_r2,shuffled,-0.42271479964256287,128
trained,8,6,5,component_accuracy,actual,0.96875,128
trained,8,6,5,component_accuracy,shuffled,0.5,128
trained,8,6,10,beta_r2,actual,0.8846995830535889,128
trained,8,6,10,beta_r2,shuffled,-0.2524624466896057,128
trained,8,6,10,component_accuracy,actual,1.0,128
trained,8,6,10,component_accuracy,shuffled,0.4765625,128
trained,8,6,20,beta_r2,actual,0.8872133493423462,128
trained,8,6,20,beta_r2,shuffled,-0.2127678394317627,128
trained,8,6,20,component_accuracy,actual,0.9921875,128
trained,8,6,20,component_accuracy,shuffled,0.4296875,128
trained,8,6,30,beta_r2,actual,0.908249020576477,128
trained,8,6,30,beta_r2,shuffled,-0.4414220452308655,128
trained,8,6,30,component_accuracy,actual,0.984375,128
trained,8,6,30,component_accuracy,shuffled,0.40625,128
trained,8,6,40,beta_r2,actual,0.9042174220085144,128
trained,8,6,40,beta_r2,shuffled,-0.1242293193936348,128
trained,8,6,40,component_accuracy,actual,0.9921875,128
trained,8,6,40,component_accuracy,shuffled,0.5078125,128
trained,8,6,49,beta_r2,actual,0.8973341584205627,128
trained,8,6,49,beta_r2,shuffled,-0.11513758450746536,128
trained,8,6,49,component_accuracy,actual,0.984375,128
trained,8,6,49,component_accuracy,shuffled,0.4609375,128
raw_input,8,-1,5,beta_r2,actual,-0.04897025227546692,128
raw_input,8,-1,5,beta_r2,shuffled,-0.06108871102333069,128
raw_input,8,-1,5,component_accuracy,actual,0.4765625,128
raw_input,8,-1,5,component_accuracy,shuffled,0.4921875,128
raw_input,8,-1,10,beta_r2,actual,0.002099765930324793,128
raw_input,8,-1,10,beta_r2,shuffled,-0.055849336087703705,128
raw_input,8,-1,10,component_accuracy,actual,0.5546875,128
raw_input,8,-1,10,component_accuracy,shuffled,0.4921875,128
raw_input,8,-1,20,beta_r2,actual,-0.0835389569401741,128
raw_input,8,-1,20,beta_r2,shuffled,-0.04763760790228844,128
raw_input,8,-1,20,component_accuracy,actual,0.4609375,128
raw_input,8,-1,20,component_accuracy,shuffled,0.484375,128
raw_input,8,-1,30,beta_r2,actual,-0.011025176383554935,128
raw_input,8,-1,30,beta_r2,shuffled,-0.10388138890266418,128
raw_input,8,-1,30,component_accuracy,actual,0.5546875,128
raw_input,8,-1,30,component_accuracy,shuffled,0.5078125,128
raw_input,8,-1,40,beta_r2,actual,-0.07327783107757568,128
raw_input,8,-1,40,beta_r2,shuffled,-0.02273406833410263,128
raw_input,8,-1,40,component_accuracy,actual,0.5,128
raw_input,8,-1,40,component_accuracy,shuffled,0.5078125,128
raw_input,8,-1,49,beta_r2,actual,-0.10131044685840607,128
raw_input,8,-1,49,beta_r2,shuffled,0.003555470844730735,128
raw_input,8,-1,49,component_accuracy,actual,0.4375,128
raw_input,8,-1,49,component_accuracy,shuffled,0.453125,128
untrained,8,0,5,beta_r2,actual,-0.06713764369487762,128
untrained,8,0,5,beta_r2,shuffled,-0.10183456540107727,128
untrained,8,0,5,component_accuracy,actual,0.421875,128
untrained,8,0,5,component_accuracy,shuffled,0.484375,128
untrained,8,0,10,beta_r2,actual,-0.015178374946117401,128
untrained,8,0,10,beta_r2,shuffled,-0.03151918202638626,128
untrained,8,0,10,component_accuracy,actual,0.5546875,128
untrained,8,0,10,component_accuracy,shuffled,0.5078125,128
untrained,8,0,20,beta_r2,actual,-0.09409871697425842,128
untrained,8,0,20,beta_r2,shuffled,-0.04139753431081772,128
untrained,8,0,20,component_accuracy,actual,0.4765625,128
untrained,8,0,20,component_accuracy,shuffled,0.4921875,128
untrained,8,0,30,beta_r2,actual,-0.013195711188018322,128
untrained,8,0,30,beta_r2,shuffled,-0.04756276682019234,128
untrained,8,0,30,component_accuracy,actual,0.5546875,128
untrained,8,0,30,component_accuracy,shuffled,0.484375,128
untrained,8,0,40,beta_r2,actual,-0.07639054208993912,128
untrained,8,0,40,beta_r2,shuffled,-0.040306709706783295,128
untrained,8,0,40,component_accuracy,actual,0.484375,128
untrained,8,0,40,component_accuracy,shuffled,0.5234375,128
untrained,8,0,49,beta_r2,actual,-0.10197952389717102,128
untrained,8,0,49,beta_r2,shuffled,-0.07820820063352585,128
untrained,8,0,49,component_accuracy,actual,0.4296875,128
untrained,8,0,49,component_accuracy,shuffled,0.515625,128
untrained,8,1,5,beta_r2,actual,-0.03445491939783096,128
untrained,8,1,5,beta_r2,shuffled,-0.07274499535560608,128
untrained,8,1,5,component_accuracy,actual,0.453125,128
untrained,8,1,5,component_accuracy,shuffled,0.640625,128
untrained,8,1,10,beta_r2,actual,0.019023779779672623,128
untrained,8,1,10,beta_r2,shuffled,-0.11454077064990997,128
untrained,8,1,10,component_accuracy,actual,0.5859375,128
untrained,8,1,10,component_accuracy,shuffled,0.3671875,128
untrained,8,1,20,beta_r2,actual,-0.060217052698135376,128
untrained,8,1,20,beta_r2,shuffled,-0.05366208776831627,128
untrained,8,1,20,component_accuracy,actual,0.4765625,128
untrained,8,1,20,component_accuracy,shuffled,0.5078125,128
untrained,8,1,30,beta_r2,actual,0.013886899687349796,128
untrained,8,1,30,beta_r2,shuffled,-0.039257973432540894,128
untrained,8,1,30,component_accuracy,actual,0.5625,128
untrained,8,1,30,component_accuracy,shuffled,0.5234375,128
untrained,8,1,40,beta_r2,actual,-0.04436277970671654,128
untrained,8,1,40,beta_r2,shuffled,-0.10848025977611542,128
untrained,8,1,40,component_accuracy,actual,0.5,128
untrained,8,1,40,component_accuracy,shuffled,0.5078125,128
untrained,8,1,49,beta_r2,actual,-0.06011339649558067,128
untrained,8,1,49,beta_r2,shuffled,-0.1066814512014389,128
untrained,8,1,49,component_accuracy,actual,0.46875,128
untrained,8,1,49,component_accuracy,shuffled,0.5390625,128
untrained,8,2,5,beta_r2,actual,0.010241203010082245,128
untrained,8,2,5,beta_r2,shuffled,-0.06610306352376938,128
untrained,8,2,5,component_accuracy,actual,0.453125,128
untrained,8,2,5,component_accuracy,shuffled,0.4375,128
untrained,8,2,10,beta_r2,actual,0.052132200449705124,128
untrained,8,2,10,beta_r2,shuffled,-0.0374397374689579,128
untrained,8,2,10,component_accuracy,actual,0.578125,128
untrained,8,2,10,component_accuracy,shuffled,0.4375,128
untrained,8,2,20,beta_r2,actual,-0.026700560003519058,128
untrained,8,2,20,beta_r2,shuffled,-0.07466743886470795,128
untrained,8,2,20,component_accuracy,actual,0.4765625,128
untrained,8,2,20,component_accuracy,shuffled,0.515625,128
untrained,8,2,30,beta_r2,actual,0.04088674113154411,128
untrained,8,2,30,beta_r2,shuffled,-0.038100287318229675,128
untrained,8,2,30,component_accuracy,actual,0.578125,128
untrained,8,2,30,component_accuracy,shuffled,0.4921875,128
untrained,8,2,40,beta_r2,actual,-0.014919924549758434,128
untrained,8,2,40,beta_r2,shuffled,-0.04063911736011505,128
untrained,8,2,40,component_accuracy,actual,0.5,128
untrained,8,2,40,component_accuracy,shuffled,0.4921875,128
untrained,8,2,49,beta_r2,actual,-0.022493625059723854,128
untrained,8,2,49,beta_r2,shuffled,-0.055476609617471695,128
untrained,8,2,49,component_accuracy,actual,0.453125,128
untrained,8,2,49,component_accuracy,shuffled,0.5234375,128
untrained,8,3,5,beta_r2,actual,0.027305597439408302,128
untrained,8,3,5,beta_r2,shuffled,-0.047006573528051376,128
untrained,8,3,5,component_accuracy,actual,0.453125,128
untrained,8,3,5,component_accuracy,shuffled,0.4921875,128
untrained,8,3,10,beta_r2,actual,0.05929693207144737,128
untrained,8,3,10,beta_r2,shuffled,-0.03316556662321091,128
untrained,8,3,10,component_accuracy,actual,0.5703125,128
